study_id,publication_year,title,venue,ccf_2026,languages,tasks,task_subcategories,study_types,models,strategies,strategy_parents,integrated_techniques,generation_metrics,benchmarks,training_datasets,tool_names,source_links,artifact_links,code_availability_group,code_audit_date
U236,2026,Exploring the integration of large language models in industrial test maintenance processes,JSS,B,Java,Test Evolution,,Approach,Qwen2.5,Other prompting,Prompting Engineering,Program Analysis;Information Retrieval,Not applicable (task does not include Test Generation),Ericsson proprietary Java microservice commit dataset,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://greg4cr.github.io/pdf/26maintenancellm.pdf,https://doi.org/10.5281/zenodo.13341060,Accessible author code not verified,2026-09-22
U237,2026,Can test cases generated by large language models facilitate automated program repair?,EMSE,B,Java,Bug Reproduction,,Empirical;Approach,GPT-3.5,Not reported,Not reported,Not coded into the listed integration categories,Not applicable (task does not include Test Generation),"Defects4J v2.0.0 / Defects4JGTRepair
Defects4JiFixR intersection (Math/Lang)
GHRB",Not applicable: no task-specific model training,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1007/s10664-026-10802-w,https://github.com/ZJU-CTAG/GT-Repair,Verified implementation or experimental code,2026-09-22
U238,2026,Improving LLM-Based Unit Test Generation Through Root-Cause-Driven Prompt Design,AITest,Not listed in CCF,Java,Test Generation,,Approach,GPT-4o;GPT-5;GPT-5.1-Codex;Claude Sonnet 4.5;Gemini 2.5 Pro,Zero-shot,Prompting Engineering,Not coded into the listed integration categories,Pass Rate;Error Rate/Distribution;Cost;Time;Token Usage,Author-designed 298-method Java validation code set from prior failure-analysis study,Not applicable: API prompting without task-specific training,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1109/AITest70988.2026.00021,Not verified,Accessible author code not verified,2026-09-22
U239,2026,LLM-Based Detection and Test Generation for Command Injection Vulnerabilities in Python,AITest,Not listed in CCF,Python,Test Generation,,Empirical,GPT-4;GPT-4o;Claude 3.5 Sonnet;DeepSeek-R1,Zero-shot,Prompting Engineering,Not coded into the listed integration categories,Executable Test Rate;Time;Monetary Cost (evidence unresolved),"Django4.2.7
Flask3.0.0
Langchain0.0.330
TensorFlow2.14.0
scikit-learn1.3.2
PyTorch2.1","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/abs/2505.15088,,Accessible author code not verified,2026-09-22
SN001,2025,Clarifying Semantics of In-Context Examples for Unit Test Generation,ASE,A,Java,Test Generation,,Approach,DeepSeek-V2.5;CodeLlama;DeepSeek-Coder;DeepSeek-V3,Few-shot;Other prompting,Prompting Engineering,Program Analysis;Information Retrieval,Code Coverage;Compile Rate;Pass Rate;Line Coverage,Defects4J：Chart、Time、Lang、Math；PATool、Microservice、DAService,Not applicable (no model training in this study),CLAST,https://arxiv.org/html/2510.01994v1,https://github.com/chenyangyc/CLAST,Verified implementation or experimental code,2026-09-22
SN002,2025,UTFix: Change Aware Unit Test Repairing using LLM,OOPSLA,A,Python,Test Evolution,,Approach,Claude 3.5 Sonnet;Llama 3;DeepSeek-Coder-V2,Other prompting,Prompting Engineering,Program Analysis;Program Repair;Execution/Coverage Feedback,Not applicable (not Test Generation),Not yet extracted (does not imply absence of use),Not yet extracted (does not imply absence of training),UTFix,https://arxiv.org/html/2503.14924v1;https://doi.org/10.1145/3720419,https://sites.google.com/view/utfix,Verified implementation or experimental code,2026-09-22
SN003,2025,Enriching Automatic Test Case Generation by Extracting Relevant Test Inputs from Bug Reports,EMSE,B,Java,Test Generation,,Approach,GPT-3.5,Other prompting,Prompting Engineering,Information Retrieval;SBST Tools,Code Coverage,Defects4J,Not yet extracted (does not imply absence of training),BRMiner,https://link.springer.com/article/10.1007/s10664-025-10635-z;https://doi.org/10.1007/s10664-025-10635-z,,Code claimed by authors; accessibility unverified,2026-09-22
SN004,2025,AsserT5: Test Assertion Generation Using a Fine-Tuned Code Language Model,AST,Not listed in CCF,Java,Test Oracle Generation,Assertion Oracle Generation,Approach,CodeT5,Full FT,Model Training,Not coded into the listed integration categories,Not applicable (not Test Generation),Defects4J,Assertion training data derived from Methods2Test; not an evaluation set,AsserT5,https://arxiv.org/html/2502.02708v1;https://doi.org/10.1109/AST66626.2025.00008,https://zenodo.org/records/14703162,Verified implementation or experimental code,2026-09-22
SN005,2025,The Role of Test Repair in LLM-Based Unit Test Generation,arXiv,Not applicable (preprint),Java,Test Generation,,Approach,GPT-4o-mini;GPT-4.1;DeepSeek-V3;Codestral,Other prompting,Prompting Engineering,Program Repair;Execution/Coverage Feedback,Compile Rate;Pass Rate;Code Coverage,Not yet extracted (does not imply absence of use),Not yet extracted (does not imply absence of training),YATE,https://arxiv.org/html/2507.18316v1,https://github.com/michaelkonstantinou/yate-java,Verified implementation or experimental code,2026-09-22
SN006,2025,TESTEVAL: Benchmarking Large Language Models for Test Case Generation,NAACL,B,Python,Test Generation,,Benchmark;Empirical,GPT-3.5;GPT-4;GPT-4o;GPT-4o-mini;Gemini 1.0 Pro;CodeLlama;Llama 3;Llama 3.1;Gemma 1;StarCoder2;DeepSeek-Coder;CodeQwen1.5,Zero-shot;CoT,Prompting Engineering,Program Analysis,Code Coverage;Syntax Rate;Execution Rate;Assertion Correctness;Line Coverage;Branch Coverage;Path Coverage,TestEval / LeetCode,Not yet extracted (does not imply absence of training),TestEval,https://aclanthology.org/2025.findings-naacl.197.pdf,https://github.com/LLM4SoftwareTesting/TestEval,Verified implementation or experimental code,2026-09-22
SN007,2025,Learning to Generate Unit Tests for Automated Debugging,COLM,Not listed in CCF,Python,Test Generation,,Approach,Llama 3;Llama 3.1;Qwen2.5,Fine-tuning (type unspecified),Model Training,Not coded into the listed integration categories,Input Attack Rate;Accuracy,Not yet extracted (does not imply absence of use),UTGen is trained in this study; dataset and scale not yet extracted,UTGen / UTDebug,https://arxiv.org/html/2502.01619v3,https://github.com/archiki/UTGenDebug,Verified implementation or experimental code,2026-09-22
SN008,2025,Co-Evolving LLM Coder and Unit Tester via Reinforcement Learning,NeurIPS,A,Python,Test Generation,,Approach,Qwen2.5;Qwen3,RL,Model Training,Execution/Coverage Feedback,Accuracy,"Mixed function-level datasets (including MBPP) and competitive-programming programs, standardized to stdin/stdout",RL co-evolution; training-data name and scale not yet extracted,CURE,https://arxiv.org/html/2506.03136v2,https://github.com/Gen-Verse/CURE,Verified implementation or experimental code,2026-09-22
SN009,2024,The Program Testing Ability of Large Language Models for Code,EMNLP,B,Python,Test Generation,,Empirical,InCoder;CodeGen2;CodeT5+;SantaCoder;CodeGen;StarCoder;WizardCoder;CodeGeeX2;GPT-3.5,Other prompting,Prompting Engineering,Not coded into the listed integration categories,Pass Rate;Code Coverage;Correlation,HumanEval;MBPP,Not yet extracted (does not imply absence of training),No standalone tool name reported,https://aclanthology.org/2024.emnlp-industry.3.pdf,https://github.com/asdasxzxcq/TestCaseGen,Accessible author code not verified,2026-09-22
SN010,2025,CUBETESTERAI: Automated JUnit Test Generation Using the LLaMA Model,ICST,C,Java,Test Generation,,Approach,Llama 3;Llama 2;CodeLlama;GPT-3.5,Other prompting,Prompting Engineering,Program Repair;Execution/Coverage Feedback,Code Coverage,3 company projects under nondisclosure agreements,Not yet extracted (does not imply absence of training),CubeTesterAI,https://arxiv.org/html/2504.15286v1;https://doi.org/10.1109/ICST62969.2025.10988978,,Accessible author code not verified,2026-09-22
SN011,2025,Seed&Steer: Guiding Large Language Models with Compilable Prefix and Branch Signals for Unit Test Generation,arXiv,Not applicable (preprint),Java,Test Generation,,Approach,GPT-3.5;GPT-4o,Other prompting,Prompting Engineering,SBST Tools;Program Repair;Execution/Coverage Feedback,Code Coverage,Not yet extracted (does not imply absence of use),Not yet extracted (does not imply absence of training),Seed&Steer,https://arxiv.org/html/2507.17271v1,https://github.com/monster29000/SeedandSteer,Accessible author code not verified,2026-09-22
SN012,2025,"TestForge: Feedback-Driven, Agentic Test Suite Generation",arXiv,Not applicable (preprint),Python,Test Generation,,Approach,GPT-4o,Other prompting,Prompting Engineering,Information Retrieval;Program Repair;Execution/Coverage Feedback,Code Coverage;Mutation Score;Partial Pass Rate,TestGenEval,Not yet extracted (does not imply absence of training),TestForge (Jain / Le Goues),https://arxiv.org/html/2503.14713v1,https://github.com/All-Hands-AI/OpenHands/tree/e41c4b9cea0914fafef4e084c13214c0dacec140/evaluation/benchmarks/testgeneval,Verified implementation or experimental code,2026-09-22
SN013,2025,"Unify and Triumph: Polyglot, Diverse, and Self-Consistent Generation of Unit Tests with LLMs",arXiv,Not applicable (preprint),Python,Test Generation,,Approach,Llama 3;GPT-4o;GPT-3.5,Other prompting,Prompting Engineering,Not coded into the listed integration categories,Code Coverage;Mutation Score,EvalPlus,Not yet extracted (does not imply absence of training),PolyTest,https://arxiv.org/html/2503.16144v1,,Code claimed by authors; accessibility unverified,2026-09-22
SN014,2025,AssertFix: Empowering Automated Assertion Fix via Large Language Models,arXiv,Not applicable (preprint),Verilog,Test Repair,,Approach,Not reported,Other prompting,Prompting Engineering,Program Analysis;Execution/Coverage Feedback,Not applicable (not Test Generation),OpenCores：I2C、ECG、Pairing、SHA3,Not yet extracted (does not imply absence of training),AssertFix,https://arxiv.org/html/2509.23972v1,,Accessible author code not verified,2026-09-22
SN015,2025,TestLoter: A logic-driven framework for automated unit test generation and error repair using large language models,JCL,Not verified,Java,Test Generation,,Approach,DeepSeek-V3,CoT;Other prompting,Prompting Engineering,Program Analysis;Program Repair;Information Retrieval;Execution/Coverage Feedback,Code Coverage;Line Coverage;Branch Coverage;Compile Error Rate;Runtime Error Decline Rate;Test Count;Time,CSV、CLI、Logging、JsonSimple、Text、Base64、NumberToWords、Arrays、Gson,Not applicable (no model training in this study),TestLoter,https://doi.org/10.1016/j.cola.2025.101348,,Accessible author code not verified,2026-09-22
SN016,2025,LLM-enhanced evolutionary test generation for untyped languages,AUSE,B,Python,Test Generation,,Approach,DeepSeek-Coder-V2;GPT-4o-mini;GPT-3.5,CoT;Other prompting,Prompting Engineering,SBST Tools;Program Analysis;Program Repair;Execution/Coverage Feedback,Code Coverage;Branch Coverage;Execution Rate;Time;Cost;Iteration Count,130 modules from 19 Python projects; HumanEval,Not applicable (no model training in this study),pytLMtester,https://doi.org/10.1007/s10515-025-00496-7,https://github.com/yyyrf/pytLMtester/tree/48805f735af1f07bb7ccab1a5a6d258b3fff9858,Verified implementation or experimental code,2026-09-22
SN017,2025,Assertion Messages with Large Language Models (LLMs) for Code,EASE,C,Java,Test Readability Improvement,,Approach;Empirical,Qwen2.5-Coder;Codestral;CodeLlama;StarCoder,Other prompting,Prompting Engineering,Not coded into the listed integration categories,Not applicable (not Test Generation),JUnit 4 tests from 20 Java projects,Not yet extracted (does not imply absence of training),No standalone tool name reported,https://arxiv.org/html/2509.19673v1;https://doi.org/10.1145/3756681.3757000,https://zenodo.org/records/15293133,Verified implementation or experimental code,2026-09-22
